Time,Cindy,Carmen,Marta,Marina,Kelly,Windy,f0,video_names,f
6.32 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,4740,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
6.36 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,4770,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
6.4 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,4800,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
6.44 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,4830,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
6.48 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,4860,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
6.52 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,4890,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
6.56 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,4920,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
6.6 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,4950,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
6.64 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,4980,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
6.68 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5010,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
6.72 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5040,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
6.76 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5070,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
6.8 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5100,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
6.84 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5130,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
6.88 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5160,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
6.92 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5190,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
6.96 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5220,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5250,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.04 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5280,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.08 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5310,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.12 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5340,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.16 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5370,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.2 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-561-236-236-122-122-86-86,377-211-108-46,,5400,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.24 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5430,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.28 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5460,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.32 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5490,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.36 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5520,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.4 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5550,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.44 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5580,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.48 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5610,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.52 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5640,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.56 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5670,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.6 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5700,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.64 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5730,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.68 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5760,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.72 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5790,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.76 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5820,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.8 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5850,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.84 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5880,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.88 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5910,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.92 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5940,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
7.96 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,5970,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6000,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.04 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6030,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.08 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6060,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.12 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6090,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.16 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6120,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.2 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6150,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.24 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6180,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.28 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6210,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.32 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6240,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.36 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6270,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.4 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6300,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.44 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6330,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.48 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6360,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.52 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6390,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.56 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6420,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.6 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6450,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.64 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6480,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.68 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6510,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.72 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6540,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.76 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-561-236-236-122-122-86-86,377-211-108-46,,6570,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.8 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6600,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.84 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6630,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.88 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6660,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.92 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6690,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
8.96 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6720,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6750,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.04 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6780,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.08 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6810,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.12 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6840,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.16 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6870,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.2 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6900,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.24 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6930,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.28 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6960,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.32 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,6990,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.36 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,7020,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.4 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,7050,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.44 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,7080,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.48 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,7110,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.52 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,7140,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.56 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,7170,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.6 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,7200,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.64 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,377-211-108-46,,7230,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.68 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,376-210-108-46,,7260,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.72 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,376-210-108-46,,7290,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.76 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,376-210-108-46,,7320,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.8 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,376-210-108-46,,7350,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.84 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,376-210-108-46,,7380,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.88 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,376-210-108-46,,7410,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.92 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,376-210-108-46,,7440,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
9.96 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,376-210-108-46,,7470,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,376-210-108-46,,7500,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.04 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,376-210-108-46,,7530,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.08 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-561-236-236-122-122-86-86,376-210-108-46,,7560,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.12 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,376-210-108-46,,7590,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.16 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,376-210-108-46,,7620,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.2 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,376-210-108-46,,7650,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.24 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,376-210-108-46,,7680,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.28 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,376-210-108-46,,7710,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.32 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,376-210-108-46,,7740,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.36 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,375-209-109-47,,7770,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.4 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,375-209-109-47,,7800,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.44 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,375-209-109-47,,7830,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.48 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,375-209-109-47,,7860,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.52 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,375-209-109-47,,7890,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.56 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,375-209-109-47,,7920,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.6 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,375-209-109-47,,7950,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.64 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,375-209-109-47,,7980,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.68 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,375-209-109-47,,8010,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.72 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,375-209-109-47,,8040,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.76 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,375-209-109-47,,8070,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.8 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,375-209-109-47,,8100,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.84 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,375-209-109-47,,8130,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.88 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,375-209-109-47,,8160,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.92 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,375-209-109-47,,8190,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
10.96 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,375-209-109-47,,8220,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,375-209-109-47,,8250,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.04 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,374-208-110-48,,8280,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.08 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,374-208-110-48,,8310,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.12 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,374-208-110-48,,8340,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.16 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,374-208-110-48,,8370,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.2 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,374-208-110-48,,8400,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.24 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,374-208-110-48,,8430,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.28 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,374-208-110-48,,8460,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.32 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,374-208-110-48,,8490,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.36 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,374-208-110-48,,8520,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.4 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,374-208-110-48,,8550,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.44 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-561-236-236-122-122-86-86,374-208-110-48,,8580,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.48 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,374-208-110-48,,8610,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.52 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,374-208-110-48,,8640,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.56 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,374-208-110-48,,8670,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.6 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,374-208-110-48,,8700,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.64 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,374-208-110-48,,8730,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.68 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,374-208-110-48,,8760,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.72 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,374-208-110-48,,8790,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.76 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,373-207-111-49,,8820,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.8 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,373-207-111-49,,8850,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.84 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,373-207-111-49,,8880,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.88 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,373-207-111-49,,8910,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.92 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,373-207-111-49,,8940,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
11.96 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,373-207-111-49,,8970,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
12 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,373-207-111-49,,9000,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
12.04 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,373-207-111-49,,9030,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
12.08 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,373-207-111-49,,9060,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
12.12 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,373-207-111-49,,9090,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
12.16 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,373-207-111-49,,9120,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
12.2 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,373-207-111-49,,9150,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
12.24 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,373-207-111-49,,9180,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
12.28 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,373-207-111-49,,9210,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
12.32 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,373-207-111-49,,9240,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
12.36 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,373-207-111-49,,9270,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
12.4 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,373-207-111-49,,9300,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
12.44 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,372-206-112-50,,9330,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
12.48 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,372-206-112-50,,9360,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
12.52 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,372-206-112-50,,9390,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
12.56 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,372-206-112-50,,9420,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
12.6 sec,170-306-181-115,216-229-138-82,577-335-183-137,561-236-122-86,372-206-112-50,,9450,G-C1L1P-Mar30-C-Kelly_q2_01-06_30fps.mp4,30
